       Omega           X           Y   Intensity        Size       Eig 1       Eig 2       Eig 3      Eigv 1      Eigv 2      Eigv 3      Eigv 4      Eigv 5      Eigv 6      Eigv 7      Eigv 8      Eigv 9
      541.00     1092.00      765.00    3510.140    1078.000      15.711       5.304       4.344       0.999       0.026       0.026       0.037      -0.745      -0.666      -0.002      -0.667       0.745
      544.00     1096.00      774.00     561.622     133.000       3.895       4.549       2.797       0.936      -0.013      -0.352      -0.328      -0.400      -0.856       0.130      -0.916       0.379
      548.00     1098.00      774.00     514.821      36.000       1.401       2.841       2.920       0.442      -0.262      -0.858      -0.723      -0.671      -0.168       0.531      -0.694       0.486
      551.00     1096.00      774.00     458.658      40.000       1.762       2.197       2.508      -0.445      -0.794      -0.413       0.062       0.433      -0.899       0.893      -0.426      -0.144
      551.00     1100.00      774.00     468.019      26.000       2.894       1.902       2.836       0.889      -0.076      -0.452      -0.172      -0.970      -0.174       0.425      -0.233       0.875
      554.00     1098.00      774.00     486.739      34.000       3.057       2.033       1.771       0.713      -0.271      -0.647      -0.065       0.893      -0.445      -0.699      -0.360      -0.619
      558.00     1100.00      775.00     439.938      24.000       2.957       1.961       1.627       0.950      -0.277       0.146      -0.049       0.329       0.943      -0.309      -0.903       0.299
      563.00     1098.00      774.00     430.577       6.000       0.610       1.006       0.410       0.405      -0.250       0.880      -0.819       0.328       0.470      -0.406      -0.911      -0.072
      566.00     1094.00      767.00     468.019      21.000       2.241       1.487       1.628       0.953       0.083      -0.292       0.257      -0.731       0.632       0.161       0.678       0.717
      568.00     1096.00      774.00     449.298       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      571.00     1092.00      768.00     346.334       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      572.50     1095.50      774.00     383.775       3.000       0.201       0.303       0.330       0.786       0.060      -0.406      -0.204       0.092      -0.204       0.356      -0.282       0.709
      573.00     1094.00      767.00     346.334       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      577.00     1094.00      771.00     365.055       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      578.00     1093.00      768.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      578.00     1106.00      777.00     196.568       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      579.00     1097.00      773.00     355.694       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      580.00     1094.00      767.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      583.00     1096.00      774.00     393.136       3.000       0.333       0.236       0.236       0.000      -0.707       0.707       0.000       0.707       0.707       1.000       0.000       0.000
      585.00     1094.00      767.00     234.009       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      587.00     1095.00      774.00     383.775       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      594.00     1098.00      774.00     318.253       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      597.00     1095.00      774.00     336.973       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      600.00     1098.00      774.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      541.00     1286.00     1073.00     393.136       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      546.00     1309.00     1193.00     346.334     117.000       3.928       2.834       3.647       0.981       0.194      -0.018      -0.173       0.824      -0.540      -0.090       0.533       0.842
      548.00     1312.00     1186.00     365.055     100.000       4.062       2.794       2.264       0.996      -0.094      -0.004      -0.063      -0.691       0.720       0.071       0.717       0.693
      550.00     1309.00     1190.00     280.811       6.000       1.567       0.581       0.530       0.192       0.651      -0.735      -0.643       0.649       0.407       0.742       0.394       0.543
      541.00      941.00     1272.00     196.568       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      544.00      950.00     1275.00     458.658       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      545.00      939.00     1271.50     196.568       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      546.00      949.00     1279.00     458.658       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      550.00      949.00     1276.00     561.622       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      559.00      941.00     1272.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      560.00      947.00     1278.00    1020.281       6.000       0.158       1.500       0.474      -0.316       0.000      -0.949      -0.949       0.000       0.316       0.000      -1.000       0.000
      564.00      939.00     1271.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      566.00      938.00     1271.00     280.811       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      572.00      947.00     1278.00    3856.474     325.000       4.874       5.214       4.595       0.998       0.003       0.059       0.056       0.251      -0.966      -0.018       0.968       0.250
      575.00      934.00     1269.00     187.207       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      575.00      948.00     1278.00    3987.520     178.000       4.564       3.582       3.387       0.123       0.071      -0.990       0.084       0.993       0.081       0.989      -0.093       0.117
      589.00      949.00     1277.00    8920.437    1531.000      13.194       6.234       5.452       0.995      -0.003      -0.097      -0.097       0.069      -0.993       0.009       0.998       0.068
      596.00      953.00     1279.00    6215.289     344.000       4.413       4.489       3.915       0.166      -0.963       0.213      -0.945      -0.093       0.314       0.282       0.253       0.925
      600.00      954.00     1279.00    6149.766     118.000       3.637       1.762       4.338       0.010       0.955      -0.295       0.020      -0.295      -0.955       1.000      -0.003       0.022
      544.00      722.00     1175.00     215.289       4.000       0.791       0.949       0.000       0.949       0.316       0.000      -0.316       0.949       0.000       0.000       0.000       1.000
      550.00      720.00     1177.00     290.172      49.000       3.108       2.145       2.049       0.894       0.410      -0.183       0.448      -0.838       0.311      -0.026      -0.360      -0.933
      553.00      724.00     1183.00     318.253     116.000       5.085       4.968       2.157       0.969       0.244      -0.043      -0.242       0.969       0.049       0.054      -0.037       0.998
      560.00      724.00     1182.50     234.009       6.500       0.750       0.420       0.437       1.000       0.000       0.000       0.000       0.968      -0.176       0.000       0.176       0.968
      562.67      725.00     1182.67     234.009       1.667       0.333       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      546.00      892.00     1200.00     879.875       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      549.00     1286.00     1073.00     383.775       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      548.00     1317.00     1124.50     383.775       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      554.00      892.00     1200.00    1170.047       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      554.00     1110.00     1047.00     964.119       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      556.00     1286.00     1073.00     421.217       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      556.00     1241.00     1280.00     205.928       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      556.00     1239.00     1283.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      559.00     1238.00     1284.00     224.649       9.000       2.296       0.444       0.476       0.984       0.000      -0.178      -0.178       0.000      -0.984       0.000       1.000       0.000
      563.00     1238.00     1284.00     234.009       5.000       0.602       0.823       0.662       0.606      -0.515       0.606       0.707      -0.000      -0.707      -0.365      -0.857      -0.365
      567.00     1238.00     1285.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      560.00      892.00     1200.00    3697.348       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      563.00     1286.00     1073.00     402.496       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      567.00      892.00     1200.00    1909.516       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      570.50     1286.00     1073.00     393.136       1.500       0.250       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      574.00      892.00     1200.00    1909.516       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      577.00     1286.00     1073.00     486.739       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      579.00     1290.00      818.00     402.496     108.000       4.658       2.413       2.751       0.838      -0.335      -0.431      -0.532      -0.677      -0.508      -0.121       0.655      -0.746
      585.00     1285.00      812.00     365.055      56.000       3.567       3.387       2.344      -0.059       0.746       0.664       0.981       0.168      -0.101       0.187      -0.645       0.741
      582.00      892.00     1200.00     439.938       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      584.00     1286.00     1073.00     271.451       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      590.00      701.00     1131.00     290.172      49.000       3.825       2.333       1.667       0.845       0.479      -0.238       0.517      -0.844       0.141      -0.133      -0.242      -0.961
      592.00      703.00     1137.00     308.892      47.000       3.457       2.807       1.715       0.074       0.929      -0.362       0.983      -0.006       0.184      -0.169       0.370       0.914
      595.00      703.00     1138.00     308.892      76.000       3.958       4.079       1.678       0.965      -0.143       0.221      -0.163      -0.984       0.078       0.206      -0.111      -0.972
      600.50      703.50     1138.00     248.050       3.000       0.223       0.224       0.382       0.758      -0.303       0.303       0.000       0.146      -0.354      -0.428      -0.182       0.682
      589.00      892.00     1200.00    1029.641       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      590.00      736.00      858.00     196.568       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
      592.00     1286.00     1073.00     458.658       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      596.00      892.00     1200.00    5213.729       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      600.00      736.00      850.00     252.730      11.000       1.915       0.982       0.842       0.318      -0.241       0.917      -0.641       0.658       0.396       0.698       0.714      -0.055
      600.00      734.00      854.00     271.451      27.000       2.904       1.892       1.543       0.138      -0.806       0.576      -0.798       0.254       0.547       0.587       0.535       0.608
      600.00      732.00      858.00     252.730       6.000       0.500       0.000       1.000       0.000      -1.000       0.000       0.000       0.000       1.000       1.000       0.000       0.000
      599.00     1286.00     1073.00     561.622       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      602.00     1094.00      771.00     271.451       9.000       1.902       0.496       0.843       0.999       0.051      -0.015       0.037      -0.869      -0.493       0.038      -0.491       0.870
      602.00     1096.00      774.00     308.892      24.000       2.242       1.734       1.596      -0.156      -0.433       0.887      -0.244      -0.854      -0.460       0.957      -0.288       0.028
      602.00     1099.00      774.00     299.532      15.000       0.936       1.934       1.077       0.584      -0.214      -0.783      -0.640       0.472      -0.606       0.499       0.855       0.139
      607.00     1095.00      774.00     280.811      60.000       2.851       3.040       2.812       0.722      -0.153      -0.675       0.690       0.237       0.684       0.055      -0.959       0.276
      608.50     1096.00      771.00     252.730       5.500       0.457       0.674       0.761       0.757      -0.043       0.427      -0.270       0.870       0.200      -0.333      -0.333       0.667
      609.00     1100.00      774.00     243.370       6.000       1.000       0.833       0.804       0.000       0.788       0.615       1.000       0.000       0.000       0.000       0.615      -0.788
      610.00     1091.00      772.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      610.00     1095.00      774.00     262.090      13.000       0.612       2.917       1.024       0.165       0.123       0.979       0.986       0.017      -0.168      -0.037       0.992      -0.119
      613.00     1095.00      774.00     299.532      19.000       1.275       1.553       1.472      -0.805      -0.520       0.286       0.034       0.441       0.897      -0.593       0.732      -0.337
      615.00     1098.00      774.00     290.172      22.000       3.675       1.077       1.322       0.999       0.033       0.037      -0.047       0.844       0.535      -0.014      -0.536       0.844
      617.00     1094.00      771.00     215.289       4.000       0.637       0.423       0.508       0.000      -0.707      -0.707       0.816       0.408      -0.408       0.577      -0.577       0.577
      617.00     1095.00      774.00     252.730       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
      619.00     1098.00      775.00     243.370      21.000       3.248       2.239       0.818       0.934      -0.200       0.297      -0.256       0.206       0.945      -0.250      -0.958       0.141
      622.33     1095.67      774.00     224.649       2.667       0.705       0.142       0.000       0.842       0.284       0.000       0.284       0.158       0.333       0.000       0.333       0.667
      627.00     1096.00      774.00     252.730      12.000       0.798       1.675       1.426       0.417      -0.028       0.908      -0.908       0.028       0.418       0.037       0.999       0.013
      630.00     1094.00      774.00     196.568       3.000       1.000       0.000       0.000       0.000       0.000      -1.000       0.000       1.000       0.000      -1.000       0.000       0.000
      631.00     1098.00      774.00     205.928       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
      633.00     1095.00      774.00     205.928       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
      637.00     1096.00      774.00     252.730       4.000       0.552       0.302       0.884       0.500      -0.500      -0.707       0.707       0.707      -0.000       0.500      -0.500       0.707
      640.00     1095.00      774.00     215.289       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      602.00      736.00      851.00     365.055     147.000       6.115       2.749       4.888       0.981       0.106       0.162      -0.023      -0.769       0.639       0.192      -0.631      -0.752
      602.00      732.00      857.00     299.532      45.000       3.474       2.108       2.462       0.976      -0.166      -0.142      -0.192      -0.341      -0.920       0.104       0.925      -0.365
      603.00      735.00      854.00     308.892      43.000       2.268       1.602       2.279       0.949       0.246       0.196      -0.104      -0.342       0.934       0.297      -0.907      -0.299
      603.00      892.00     1200.00    2209.048       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      604.00      954.00     1279.00    8461.778     548.000       5.930       4.719       2.869       0.030       0.057       0.998       0.044       0.997      -0.058       0.999      -0.046      -0.028
      608.00      954.00     1279.00    8358.814     637.000       4.966       5.600       3.979       0.057       0.058       0.997      -0.900      -0.430       0.077      -0.433       0.901      -0.028
      616.00      954.00     1279.00    4708.268     906.000       9.411       5.820       4.086       0.998       0.029       0.064       0.067      -0.096      -0.993       0.023      -0.995       0.098
      632.00      954.00     1279.00    1750.390     214.000       7.754       3.461       3.602       0.998       0.058      -0.006       0.055      -0.915       0.400       0.018      -0.399      -0.917
      643.00      947.00     1274.00     636.505       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      646.00      948.00     1274.00     664.587       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      648.00      951.00     1275.00     748.830       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      652.00      955.00     1279.00     786.271       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      654.00      948.00     1274.00     608.424       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      659.00      954.00     1281.00     702.028       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      660.00      953.00     1278.00     711.388       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      605.00     1286.00     1073.00     477.379       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      610.00      892.00     1200.00     730.109       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      613.00     1286.00     1073.00     327.613       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      617.00     1110.00     1047.00    2695.788       7.000       3.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      624.00     1110.00     1047.00    2751.950       7.000       3.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      631.00     1110.00     1047.00    3210.608       8.000       3.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      640.00     1110.00     1047.00    2976.599       8.000       3.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      617.50      892.00     1200.00     730.109       1.500       0.250       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      619.00     1358.00      970.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      621.00     1286.00     1073.00     318.253       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      626.00      892.00     1200.00    2358.814       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      627.00     1286.00     1073.00     393.136       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      630.00     1216.00     1072.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      632.00      892.00     1200.00    3856.474       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      635.00     1286.00     1073.00     355.694       4.000       1.500       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      636.00     1148.00     1329.00     215.289       4.000       0.712       0.250       0.237       0.949       0.000       0.316      -0.316       0.000       0.949       0.000      -1.000       0.000
      640.00     1148.00     1329.00     243.370       9.000       1.660       1.449       0.883       0.912      -0.152       0.381       0.403       0.502      -0.765       0.075      -0.851      -0.520
      643.00     1148.00     1328.00     308.892      19.000       1.555       1.509       1.186       0.125       0.357      -0.926       0.518      -0.819      -0.246       0.846       0.449       0.288
      648.00     1148.00     1328.00     299.532      63.000       4.542       1.836       1.905       0.998       0.063      -0.024       0.059      -0.648       0.760       0.032      -0.759      -0.650
      649.00     1143.00     1330.00     262.090      13.000       1.846       1.921       1.091       0.014      -0.032       0.999       0.014       0.999       0.032       1.000      -0.013      -0.014
      651.50     1144.50     1330.00     262.090      15.500       0.934       1.191       1.616       0.287      -0.229      -0.743       0.248       0.429      -0.049       0.322       0.578      -0.044
      655.00     1147.00     1329.00     290.172       6.000       1.096       0.667       0.394       0.788       0.000       0.615       0.000       1.000       0.000       0.615       0.000      -0.788
      657.00     1142.00     1330.00     299.532      64.000       3.487       2.891       2.909       0.861      -0.013      -0.508       0.482      -0.300       0.823      -0.163      -0.954      -0.252
      658.00     1144.00     1330.00     299.532      28.000       2.957       1.234       2.375       0.390       0.325      -0.862      -0.671       0.741      -0.024       0.631       0.588       0.507
      640.00      755.00     1226.00     496.100     126.000       3.556       5.113       2.882       0.845       0.481       0.235      -0.038       0.492      -0.870      -0.534       0.726       0.434
      646.50      758.75     1231.50     365.055      33.000       2.206       2.101       1.671       0.455       0.242      -0.152      -0.471       0.128       0.114      -0.220       0.580       0.002
      639.00      892.00     1200.00    3697.348       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      643.00     1286.00     1073.00     411.856       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      644.00      892.00     1200.00     879.875       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      649.00     1286.00     1073.00     486.739       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      654.00      892.00     1200.00     730.109       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      657.00     1286.00     1073.00     318.253       3.000       1.000       0.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000
      660.00      831.00      972.00     224.649       6.000       0.605       0.793       1.175       0.743      -0.129       0.656      -0.392       0.710       0.584      -0.542      -0.692       0.477
      658.00     1296.00     1218.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      659.00     1292.00     1220.00     224.649       4.000       0.637       0.423       0.777       0.000      -0.707       0.707       0.816       0.408       0.408      -0.577       0.577       0.577
      661.00      829.00      971.00     215.289       3.000       0.471       0.667       0.471       0.707       0.000       0.707       0.707       0.000      -0.707       0.000      -1.000       0.000
      661.00      892.00     1200.00    1619.345       2.000       0.500       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      662.00     1295.00     1216.00     205.928       2.000       0.500       0.000       0.000       0.000       1.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000
      662.00     1295.00     1221.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      663.00     1291.00     1217.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      664.00     1295.00     1215.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      665.00     1298.00     1215.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      665.00     1290.00     1220.00     234.009       3.000       0.667       0.471       0.236       0.000      -0.707      -0.707       0.000      -0.707       0.707       1.000       0.000       0.000
      666.00     1300.00     1218.50     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      666.00     1296.00     1219.00     243.370      30.000       2.472       2.485       2.433      -0.189      -0.795      -0.576       0.492      -0.585       0.645      -0.850      -0.161       0.502
      667.00     1287.00     1222.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      669.00     1294.00     1218.00     262.090      51.000       4.137       4.196       2.834       0.020       0.431       0.902      -0.542      -0.753       0.372       0.840      -0.496       0.219
      671.00     1290.00     1220.00     280.811      75.000       2.932       2.772       2.962       0.894      -0.433       0.115      -0.209      -0.631      -0.747      -0.396      -0.644       0.655
      672.00     1286.00     1222.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      673.00     1296.00     1216.00     299.532      44.000       1.528       4.966       2.892       0.207      -0.031      -0.978      -0.972       0.107      -0.209      -0.112      -0.994       0.008
      673.00     1302.00     1219.00     205.928       2.000       0.500       0.000       0.000       0.000       0.000       1.000       0.000       1.000       0.000       1.000       0.000       0.000
      674.00     1296.00     1220.00     318.253     150.000       3.517       4.016       4.161       0.876       0.348      -0.335      -0.441       0.858      -0.262       0.196       0.377       0.905
      676.00     1293.00     1219.00     327.613     138.000       4.526       3.839       3.909      -0.057      -0.924       0.378      -0.474       0.358       0.804       0.879       0.133       0.459
      677.00     1303.00     1223.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      679.00     1289.00     1215.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      680.00     1294.00     1219.00     327.613     373.000       5.867       4.875       6.245       0.166       0.324       0.932      -0.658      -0.667       0.349      -0.734       0.671      -0.102
      683.00     1290.00     1219.00     262.090      32.000       2.801       1.289       1.255       0.986      -0.167       0.025      -0.169      -0.984       0.057       0.015      -0.061      -0.998
      685.00     1295.00     1215.00     308.892      32.000       3.342       1.570       1.156       0.165       0.180       0.970       0.338      -0.934       0.116       0.926       0.309      -0.215
      686.00     1289.00     1211.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      686.00     1295.00     1219.00     308.892     108.000       3.608       2.710       3.556       0.356      -0.854       0.379      -0.470      -0.514      -0.717       0.808       0.077      -0.585
      687.00     1299.00     1218.00     252.730      26.000       2.177       2.195       2.671      -0.154      -0.214       0.965       0.920      -0.386       0.061      -0.359      -0.897      -0.256
      688.00     1303.00     1220.00     205.928       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      689.00     1289.00     1216.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      690.00     1294.00     1217.00     234.009      13.000       1.776       2.029       1.285       0.009      -0.458       0.889      -0.608       0.703       0.368      -0.794      -0.544      -0.272
      690.00     1298.00     1217.00     252.730      19.000       2.885       2.054       1.630      -0.036       0.568       0.822      -0.031       0.822      -0.569       0.999       0.046       0.012
      690.00     1297.00     1220.00     234.009       2.000       0.500       0.000       0.000       0.000       1.000       0.000       1.000       0.000       0.000       0.000       0.000       1.000
      690.00     1303.00     1224.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      691.00     1291.00     1213.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      691.00     1300.00     1220.00     234.009       3.000       0.471       0.333       0.236       0.707       0.000      -0.707      -0.707       0.000      -0.707       0.000      -1.000      -0.000
      694.00     1300.00     1220.00     196.568       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      695.00     1297.00     1217.00     187.207       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000       0.000       0.000       0.000       1.000
      663.00      760.00     1231.00     234.009       3.000       0.333       0.236       0.236       0.000      -0.707       0.707       0.000       0.707       0.707       1.000       0.000       0.000
      661.00      949.00     1274.00     589.704       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      662.00      952.00     1275.00     617.785       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      667.00      948.00     1274.00     542.902       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
      674.00      948.00     1274.00     580.343       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
